"Datetime";"Power"
"20230608:20";"215"
"20230608:21";"778"
"20230608:22";"337"
"20230608:23";"296"
"20230609:00";"927"
"20230609:01";"454"
"20230609:02";"338"
"20230609:03";"639"
"20230609:04";"286"
"20230609:05";"635"
"20230609:06";"482"
"20230609:07";"251"
"20230609:08";"37"
"20230609:09";"788"
"20230609:10";"330"
"20230609:11";"823"
"20230609:12";"753"
"20230609:13";"196"
"20230609:14";"983"
"20230609:15";"235"
"20230609:16";"754"
"20230609:17";"998"
"20230609:18";"936"
"20230609:19";"350"
"20230609:20";"780"
"20230609:21";"273"
"20230609:22";"222"
"20230609:23";"320"
"20230610:00";"153"
"20230610:01";"389"
"20230610:02";"70"
"20230610:03";"536"
"20230610:04";"542"
"20230610:05";"556"
"20230610:06";"698"
"20230610:07";"412"
"20230610:08";"800"
"20230610:09";"847"
"20230610:10";"323"
"20230610:11";"197"
"20230610:12";"677"
"20230610:13";"426"
"20230610:14";"263"
"20230610:15";"215"
"20230610:16";"40"
"20230610:17";"904"
"20230610:18";"61"
"20230610:19";"211"
"20230610:20";"387"
"20230610:21";"455"
"20230610:22";"840"
"20230610:23";"923"
"20230611:00";"704"
"20230611:01";"48"
"20230611:02";"384"
"20230611:03";"212"
"20230611:04";"215"
"20230611:05";"991"
"20230611:06";"3"
"20230611:07";"406"
"20230611:08";"917"
"20230611:09";"887"
"20230611:10";"608"
"20230611:11";"672"
"20230611:12";"958"
"20230611:13";"850"
"20230611:14";"228"
"20230611:15";"907"
"20230611:16";"870"
"20230611:17";"298"
"20230611:18";"707"
"20230611:19";"700"
"20230611:20";"920"
"20230611:21";"506"
"20230611:22";"502"
"20230611:23";"613"
"20230612:00";"750"
"20230612:01";"115"
"20230612:02";"491"
"20230612:03";"182"
"20230612:04";"504"
"20230612:05";"924"
"20230612:06";"228"
"20230612:07";"407"
"20230612:08";"273"
"20230612:09";"523"
"20230612:10";"769"
"20230612:11";"928"
"20230612:12";"670"
"20230612:13";"967"
"20230612:14";"194"
"20230612:15";"914"
"20230612:16";"474"
"20230612:17";"517"
"20230612:18";"583"
"20230612:19";"406"
"20230612:20";"839"
"20230612:21";"12"
"20230612:22";"926"
"20230612:23";"382"
"20230613:00";"805"
"20230613:01";"693"
"20230613:02";"752"
"20230613:03";"837"
"20230613:04";"919"
"20230613:05";"102"
"20230613:06";"679"
"20230613:07";"504"
"20230613:08";"433"
"20230613:09";"69"
"20230613:10";"84"
"20230613:11";"173"
"20230613:12";"9"
"20230613:13";"741"
"20230613:14";"595"
"20230613:15";"958"
"20230613:16";"646"
"20230613:17";"843"
"20230613:18";"260"
"20230613:19";"192"
"20230613:20";"402"
"20230613:21";"14"
"20230613:22";"734"
"20230613:23";"610"
"20230614:00";"457"
"20230614:01";"540"
"20230614:02";"821"
"20230614:03";"337"
"20230614:04";"98"
"20230614:05";"564"
"20230614:06";"830"
"20230614:07";"490"
"20230614:08";"679"
"20230614:09";"391"
"20230614:10";"745"
"20230614:11";"77"
"20230614:12";"465"
"20230614:13";"126"
"20230614:14";"730"
"20230614:15";"357"
"20230614:16";"587"
"20230614:17";"832"
"20230614:18";"533"
"20230614:19";"108"
"20230614:20";"932"
"20230614:21";"699"
"20230614:22";"593"
"20230614:23";"828"
"20230615:00";"148"
"20230615:01";"373"
"20230615:02";"396"
"20230615:03";"598"
"20230615:04";"931"
"20230615:05";"508"
"20230615:06";"721"
"20230615:07";"835"
"20230615:08";"275"
"20230615:09";"339"
"20230615:10";"463"
"20230615:11";"474"
"20230615:12";"985"
"20230615:13";"586"
"20230615:14";"388"
"20230615:15";"595"
"20230615:16";"929"
"20230615:17";"33"
"20230615:18";"974"
"20230615:19";"688"
"20230615:20";"581"
"20230615:21";"120"
"20230615:22";"762"
"20230615:23";"955"
"20230616:00";"591"
"20230616:01";"29"
"20230616:02";"927"
"20230616:03";"99"
"20230616:04";"519"
"20230616:05";"134"
"20230616:06";"854"
"20230616:07";"149"
"20230616:08";"88"
"20230616:09";"835"
"20230616:10";"734"
"20230616:11";"833"
"20230616:12";"968"
"20230616:13";"608"
"20230616:14";"746"
"20230616:15";"666"
"20230616:16";"195"
"20230616:17";"137"
"20230616:18";"530"
"20230616:19";"499"
"20230616:20";"215"
"20230616:21";"900"
"20230616:22";"721"
"20230616:23";"336"
"20230617:00";"539"
"20230617:01";"632"
"20230617:02";"665"
"20230617:03";"861"
"20230617:04";"84"
"20230617:05";"945"
"20230617:06";"48"
"20230617:07";"451"
"20230617:08";"976"
"20230617:09";"693"
"20230617:10";"159"
"20230617:11";"449"
"20230617:12";"731"
"20230617:13";"544"
"20230617:14";"813"
"20230617:15";"623"
"20230617:16";"896"
"20230617:17";"21"
"20230617:18";"796"
"20230617:19";"220"
"20230617:20";"619"
"20230617:21";"120"
"20230617:22";"881"
"20230617:23";"518"
"20230618:00";"413"
"20230618:01";"698"
"20230618:02";"705"
"20230618:03";"204"
"20230618:04";"868"
"20230618:05";"813"
"20230618:06";"834"
"20230618:07";"371"
"20230618:08";"567"
"20230618:09";"880"
"20230618:10";"823"
"20230618:11";"602"
"20230618:12";"989"
"20230618:13";"56"
"20230618:14";"416"
"20230618:15";"17"
"20230618:16";"268"
"20230618:17";"243"
"20230618:18";"0"
"20230618:19";"706"
"20230618:20";"755"
"20230618:21";"771"
"20230618:22";"713"
"20230618:23";"624"
"20230619:00";"923"
"20230619:01";"141"
"20230619:02";"612"
"20230619:03";"504"
"20230619:04";"879"
"20230619:05";"345"
"20230619:06";"464"
"20230619:07";"306"
"20230619:08";"662"
"20230619:09";"849"
"20230619:10";"407"
"20230619:11";"973"
"20230619:12";"510"
"20230619:13";"65"
"20230619:14";"961"
"20230619:15";"272"
"20230619:16";"334"
"20230619:17";"510"
"20230619:18";"894"
"20230619:19";"774"
"20230619:20";"985"
"20230619:21";"822"
"20230619:22";"881"
"20230619:23";"890"
"20230620:00";"447"
"20230620:01";"545"
"20230620:02";"358"
"20230620:03";"225"
"20230620:04";"189"
"20230620:05";"905"
"20230620:06";"643"
"20230620:07";"369"
"20230620:08";"28"
"20230620:09";"415"
"20230620:10";"623"
"20230620:11";"950"
"20230620:12";"866"
"20230620:13";"542"
"20230620:14";"914"
"20230620:15";"480"
"20230620:16";"647"
"20230620:17";"301"
"20230620:18";"749"
"20230620:19";"435"
"20230620:20";"824"
"20230620:21";"89"
"20230620:22";"155"
"20230620:23";"621"
"20230621:00";"200"
"20230621:01";"246"
"20230621:02";"392"
"20230621:03";"832"
"20230621:04";"862"
"20230621:05";"469"
"20230621:06";"852"
"20230621:07";"624"
"20230621:08";"332"
"20230621:09";"318"
"20230621:10";"998"
"20230621:11";"221"
"20230621:12";"266"
"20230621:13";"404"
"20230621:14";"109"
"20230621:15";"757"
"20230621:16";"709"
"20230621:17";"840"
"20230621:18";"478"
"20230621:19";"96"
"20230621:20";"71"
"20230621:21";"963"
"20230621:22";"69"
"20230621:23";"138"
"20230622:00";"286"
"20230622:01";"796"
"20230622:02";"24"
"20230622:03";"929"
"20230622:04";"929"
"20230622:05";"499"
"20230622:06";"261"
"20230622:07";"901"
"20230622:08";"387"
"20230622:09";"569"
"20230622:10";"183"
"20230622:11";"417"
"20230622:12";"645"
"20230622:13";"188"
"20230622:14";"311"
"20230622:15";"348"
"20230622:16";"125"
"20230622:17";"990"
"20230622:18";"403"
"20230622:19";"618"
"20230622:20";"577"
"20230622:21";"348"
"20230622:22";"607"
"20230622:23";"191"
"20230623:00";"454"
"20230623:01";"700"
"20230623:02";"226"
"20230623:03";"200"
"20230623:04";"364"
"20230623:05";"4"
"20230623:06";"823"
"20230623:07";"993"
"20230623:08";"721"
"20230623:09";"638"
"20230623:10";"660"
"20230623:11";"674"
"20230623:12";"742"
"20230623:13";"522"
"20230623:14";"767"
"20230623:15";"674"
"20230623:16";"576"
"20230623:17";"228"
"20230623:18";"352"
"20230623:19";"655"
"20230623:20";"376"
"20230623:21";"113"
"20230623:22";"984"
"20230623:23";"881"
"20230624:00";"158"
"20230624:01";"22"
"20230624:02";"480"
"20230624:03";"343"
"20230624:04";"252"
"20230624:05";"277"
"20230624:06";"780"
"20230624:07";"976"
"20230624:08";"491"
"20230624:09";"399"
"20230624:10";"49"
"20230624:11";"862"
"20230624:12";"625"
"20230624:13";"319"
"20230624:14";"809"
"20230624:15";"543"
"20230624:16";"402"
"20230624:17";"778"
"20230624:18";"378"
"20230624:19";"517"
"20230624:20";"827"
"20230624:21";"501"
"20230624:22";"721"
"20230624:23";"185"
"20230625:00";"522"
"20230625:01";"20"
"20230625:02";"430"
"20230625:03";"37"
"20230625:04";"485"
"20230625:05";"241"
"20230625:06";"335"
"20230625:07";"383"
"20230625:08";"60"
"20230625:09";"760"
"20230625:10";"223"
"20230625:11";"889"
"20230625:12";"722"
"20230625:13";"331"
"20230625:14";"728"
"20230625:15";"276"
"20230625:16";"756"
"20230625:17";"959"
"20230625:18";"607"
"20230625:19";"784"
"20230625:20";"396"
"20230625:21";"490"
"20230625:22";"570"
"20230625:23";"56"
"20230626:00";"963"
"20230626:01";"396"
"20230626:02";"936"
"20230626:03";"833"
"20230626:04";"761"
"20230626:05";"626"
"20230626:06";"30"
"20230626:07";"6"
"20230626:08";"84"
"20230626:09";"297"
"20230626:10";"175"
"20230626:11";"538"
"20230626:12";"286"
"20230626:13";"172"
"20230626:14";"60"
"20230626:15";"687"
"20230626:16";"556"
"20230626:17";"622"
"20230626:18";"9"
"20230626:19";"367"
"20230626:20";"271"
"20230626:21";"632"
"20230626:22";"475"
"20230626:23";"695"
"20230627:00";"213"
"20230627:01";"885"
"20230627:02";"969"
"20230627:03";"702"
"20230627:04";"561"
"20230627:05";"365"
"20230627:06";"312"
"20230627:07";"326"
"20230627:08";"512"
"20230627:09";"262"
"20230627:10";"599"
"20230627:11";"991"
"20230627:12";"512"
"20230627:13";"747"
"20230627:14";"968"
"20230627:15";"954"
"20230627:16";"903"
"20230627:17";"251"
"20230627:18";"785"
"20230627:19";"264"
"20230627:20";"0"
"20230627:21";"355"
"20230627:22";"644"
"20230627:23";"751"
"20230628:00";"698"
"20230628:01";"532"
"20230628:02";"635"
"20230628:03";"490"
"20230628:04";"111"
"20230628:05";"337"
"20230628:06";"418"
"20230628:07";"802"
"20230628:08";"189"
"20230628:09";"206"
"20230628:10";"315"
"20230628:11";"730"
"20230628:12";"620"
"20230628:13";"794"
"20230628:14";"841"
"20230628:15";"41"
"20230628:16";"485"
"20230628:17";"827"
"20230628:18";"365"
"20230628:19";"580"
"20230628:20";"784"
"20230628:21";"498"
"20230628:22";"119"
"20230628:23";"389"
"20230629:00";"688"
"20230629:01";"434"
"20230629:02";"881"
"20230629:03";"801"
"20230629:04";"903"
"20230629:05";"183"
"20230629:06";"901"
"20230629:07";"354"
"20230629:08";"467"
"20230629:09";"146"
"20230629:10";"645"
"20230629:11";"182"
"20230629:12";"838"
"20230629:13";"850"
"20230629:14";"29"
"20230629:15";"206"
"20230629:16";"563"
"20230629:17";"275"
"20230629:18";"533"
"20230629:19";"835"
"20230629:20";"624"
"20230629:21";"144"
"20230629:22";"173"
"20230629:23";"257"
"20230630:00";"933"
"20230630:01";"632"
"20230630:02";"680"
"20230630:03";"884"
"20230630:04";"105"
"20230630:05";"715"
"20230630:06";"410"
"20230630:07";"76"
"20230630:08";"284"
"20230630:09";"768"
"20230630:10";"10"
"20230630:11";"875"
"20230630:12";"315"
"20230630:13";"451"
"20230630:14";"653"
"20230630:15";"796"
"20230630:16";"315"
"20230630:17";"967"
"20230630:18";"13"
"20230630:19";"626"
"20230630:20";"706"
"20230630:21";"509"
"20230630:22";"150"
"20230630:23";"723"
"20230701:00";"62"
"20230701:01";"498"
"20230701:02";"519"
"20230701:03";"953"
"20230701:04";"498"
"20230701:05";"77"
"20230701:06";"303"
"20230701:07";"775"
"20230701:08";"785"
"20230701:09";"561"
"20230701:10";"384"
"20230701:11";"509"
"20230701:12";"265"
"20230701:13";"177"
"20230701:14";"25"
"20230701:15";"901"
"20230701:16";"963"
"20230701:17";"988"
"20230701:18";"243"
"20230701:19";"234"
"20230701:20";"48"
"20230701:21";"47"
"20230701:22";"715"
"20230701:23";"438"
"20230702:00";"930"
"20230702:01";"320"
"20230702:02";"428"
"20230702:03";"36"
"20230702:04";"389"
"20230702:05";"414"
"20230702:06";"250"
"20230702:07";"964"
"20230702:08";"903"
"20230702:09";"989"
"20230702:10";"501"
"20230702:11";"91"
"20230702:12";"100"
"20230702:13";"516"
"20230702:14";"882"
"20230702:15";"932"
"20230702:16";"668"
"20230702:17";"40"
"20230702:18";"766"
"20230702:19";"807"
"20230702:20";"976"
"20230702:21";"163"
"20230702:22";"280"
"20230702:23";"833"
"20230703:00";"981"
"20230703:01";"42"
"20230703:02";"613"
"20230703:03";"903"
"20230703:04";"586"
"20230703:05";"388"
"20230703:06";"277"
"20230703:07";"85"
"20230703:08";"308"
"20230703:09";"962"
"20230703:10";"938"
"20230703:11";"355"
"20230703:12";"571"
"20230703:13";"662"
"20230703:14";"280"
"20230703:15";"733"
"20230703:16";"642"
"20230703:17";"810"
"20230703:18";"188"
"20230703:19";"257"
"20230703:20";"448"
"20230703:21";"193"
"20230703:22";"406"
"20230703:23";"428"
"20230704:00";"106"
"20230704:01";"675"
"20230704:02";"867"
"20230704:03";"680"
"20230704:04";"581"
"20230704:05";"657"
"20230704:06";"169"
"20230704:07";"53"
"20230704:08";"822"
"20230704:09";"984"
"20230704:10";"167"
"20230704:11";"535"
"20230704:12";"931"
"20230704:13";"316"
"20230704:14";"602"
"20230704:15";"481"
"20230704:16";"429"
"20230704:17";"589"
"20230704:18";"482"
"20230704:19";"946"
"20230704:20";"936"
"20230704:21";"425"
"20230704:22";"933"
"20230704:23";"830"
"20230705:00";"943"
"20230705:01";"314"
"20230705:02";"751"
"20230705:03";"417"
"20230705:04";"410"
"20230705:05";"994"
"20230705:06";"460"
"20230705:07";"104"
"20230705:08";"223"
"20230705:09";"816"
"20230705:10";"350"
"20230705:11";"765"
"20230705:12";"42"
"20230705:13";"762"
"20230705:14";"15"
"20230705:15";"982"
"20230705:16";"10"
"20230705:17";"868"
"20230705:18";"477"
"20230705:19";"164"
"20230705:20";"311"
"20230705:21";"571"
"20230705:22";"605"
"20230705:23";"539"
"20230706:00";"602"
"20230706:01";"608"
"20230706:02";"908"
"20230706:03";"807"
"20230706:04";"816"
"20230706:05";"856"
"20230706:06";"215"
"20230706:07";"15"
"20230706:08";"844"
"20230706:09";"726"
"20230706:10";"416"
"20230706:11";"309"
"20230706:12";"41"
"20230706:13";"479"
"20230706:14";"707"
"20230706:15";"438"
"20230706:16";"454"
"20230706:17";"960"
"20230706:18";"322"
"20230706:19";"247"
"20230706:20";"458"
"20230706:21";"731"
"20230706:22";"364"
"20230706:23";"907"
"20230707:00";"529"
"20230707:01";"12"
"20230707:02";"23"
"20230707:03";"313"
"20230707:04";"6"
"20230707:05";"60"
"20230707:06";"469"
"20230707:07";"931"
"20230707:08";"414"
"20230707:09";"400"
"20230707:10";"353"
"20230707:11";"779"
"20230707:12";"639"
"20230707:13";"416"
"20230707:14";"848"
"20230707:15";"202"
"20230707:16";"504"
"20230707:17";"959"
"20230707:18";"722"
"20230707:19";"301"
"20230707:20";"880"
"20230707:21";"879"
"20230707:22";"604"
"20230707:23";"53"
"20230708:00";"473"
"20230708:01";"971"
"20230708:02";"469"
"20230708:03";"736"
"20230708:04";"388"
"20230708:05";"442"
"20230708:06";"850"
"20230708:07";"303"
"20230708:08";"587"
"20230708:09";"466"
"20230708:10";"710"
"20230708:11";"975"
"20230708:12";"578"
"20230708:13";"631"
"20230708:14";"116"
"20230708:15";"928"
"20230708:16";"96"
"20230708:17";"479"
"20230708:18";"405"
"20230708:19";"684"
"20230708:20";"822"
"20230708:21";"971"
"20230708:22";"357"
"20230708:23";"349"
"20230709:00";"779"
"20230709:01";"730"
"20230709:02";"337"
"20230709:03";"782"
"20230709:04";"429"
"20230709:05";"166"
"20230709:06";"864"
"20230709:07";"273"
"20230709:08";"332"
"20230709:09";"994"
"20230709:10";"242"
"20230709:11";"726"
"20230709:12";"111"
"20230709:13";"978"
"20230709:14";"717"
"20230709:15";"288"
"20230709:16";"598"
"20230709:17";"382"
"20230709:18";"265"
"20230709:19";"792"
"20230709:20";"257"
"20230709:21";"786"
"20230709:22";"899"
"20230709:23";"765"
"20230710:00";"210"
"20230710:01";"257"
"20230710:02";"136"
"20230710:03";"658"
"20230710:04";"876"
"20230710:05";"771"
"20230710:06";"524"
"20230710:07";"179"
"20230710:08";"903"
"20230710:09";"550"
"20230710:10";"463"
"20230710:11";"990"
"20230710:12";"77"
"20230710:13";"513"
"20230710:14";"457"
"20230710:15";"620"
"20230710:16";"891"
"20230710:17";"335"
"20230710:18";"729"
"20230710:19";"657"
"20230710:20";"13"
"20230710:21";"35"
"20230710:22";"569"
"20230710:23";"589"
"20230711:00";"7"
"20230711:01";"742"
"20230711:02";"709"
"20230711:03";"947"
"20230711:04";"350"
"20230711:05";"91"
"20230711:06";"189"
"20230711:07";"741"
"20230711:08";"928"
"20230711:09";"825"
"20230711:10";"216"
"20230711:11";"283"
"20230711:12";"622"
"20230711:13";"231"
"20230711:14";"62"
"20230711:15";"923"
"20230711:16";"18"
"20230711:17";"279"
"20230711:18";"538"
"20230711:19";"675"
"20230711:20";"477"
"20230711:21";"135"
"20230711:22";"495"
"20230711:23";"466"
"20230712:00";"537"
"20230712:01";"894"
"20230712:02";"571"
"20230712:03";"516"
"20230712:04";"64"
"20230712:05";"33"
"20230712:06";"953"
"20230712:07";"243"
"20230712:08";"341"
"20230712:09";"730"
"20230712:10";"184"
"20230712:11";"873"
"20230712:12";"687"
"20230712:13";"143"
"20230712:14";"249"
"20230712:15";"731"
"20230712:16";"53"
"20230712:17";"60"
"20230712:18";"155"
"20230712:19";"516"
"20230712:20";"604"
"20230712:21";"705"
"20230712:22";"462"
"20230712:23";"977"
"20230713:00";"125"
"20230713:01";"809"
"20230713:02";"725"
"20230713:03";"163"
"20230713:04";"429"
"20230713:05";"237"
"20230713:06";"412"
"20230713:07";"956"
"20230713:08";"767"
"20230713:09";"611"
"20230713:10";"296"
"20230713:11";"929"
"20230713:12";"212"
"20230713:13";"88"
"20230713:14";"759"
"20230713:15";"176"
"20230713:16";"842"
"20230713:17";"632"
"20230713:18";"261"
"20230713:19";"844"
"20230713:20";"506"
"20230713:21";"804"
"20230713:22";"556"
"20230713:23";"171"
"20230714:00";"690"
"20230714:01";"724"
"20230714:02";"456"
"20230714:03";"747"
"20230714:04";"144"
"20230714:05";"409"
"20230714:06";"772"
"20230714:07";"164"
"20230714:08";"402"
"20230714:09";"590"
"20230714:10";"660"
"20230714:11";"534"
"20230714:12";"101"
"20230714:13";"360"
"20230714:14";"738"
"20230714:15";"833"
"20230714:16";"290"
"20230714:17";"242"
"20230714:18";"122"
"20230714:19";"72"
"20230714:20";"767"
"20230714:21";"956"
"20230714:22";"193"
"20230714:23";"793"
"20230715:00";"798"
"20230715:01";"189"
"20230715:02";"140"
"20230715:03";"989"
"20230715:04";"298"
"20230715:05";"283"
"20230715:06";"440"
"20230715:07";"611"
"20230715:08";"260"
"20230715:09";"458"
"20230715:10";"154"
"20230715:11";"398"
"20230715:12";"648"
"20230715:13";"685"
"20230715:14";"888"
"20230715:15";"250"
"20230715:16";"222"
"20230715:17";"155"
"20230715:18";"752"
"20230715:19";"678"
"20230715:20";"727"
"20230715:21";"910"
"20230715:22";"907"
"20230715:23";"228"
"20230716:00";"8"
"20230716:01";"187"
"20230716:02";"178"
"20230716:03";"237"
"20230716:04";"629"
"20230716:05";"888"
"20230716:06";"792"
"20230716:07";"548"
"20230716:08";"155"
"20230716:09";"363"
"20230716:10";"513"
"20230716:11";"196"
"20230716:12";"400"
"20230716:13";"651"
"20230716:14";"933"
"20230716:15";"417"
"20230716:16";"918"
"20230716:17";"865"
"20230716:18";"889"
"20230716:19";"754"
"20230716:20";"354"
"20230716:21";"485"
"20230716:22";"924"
"20230716:23";"809"
"20230717:00";"684"
"20230717:01";"729"
"20230717:02";"893"
"20230717:03";"525"
"20230717:04";"378"
"20230717:05";"95"
"20230717:06";"333"
"20230717:07";"744"
"20230717:08";"951"
"20230717:09";"448"
"20230717:10";"177"
"20230717:11";"21"
"20230717:12";"485"
"20230717:13";"759"
"20230717:14";"897"
"20230717:15";"402"
"20230717:16";"884"
"20230717:17";"979"
"20230717:18";"297"
"20230717:19";"960"
"20230717:20";"316"
"20230717:21";"809"
"20230717:22";"706"
"20230717:23";"178"
"20230718:00";"386"
"20230718:01";"819"
"20230718:02";"451"
"20230718:03";"197"
"20230718:04";"88"
"20230718:05";"746"
"20230718:06";"143"
"20230718:07";"627"
"20230718:08";"296"
"20230718:09";"623"
"20230718:10";"599"
"20230718:11";"842"
"20230718:12";"832"
"20230718:13";"498"
"20230718:14";"985"
"20230718:15";"376"
"20230718:16";"370"
"20230718:17";"353"
"20230718:18";"784"
"20230718:19";"262"
"20230718:20";"783"
"20230718:21";"776"
"20230718:22";"355"
"20230718:23";"693"
"20230719:00";"34"
"20230719:01";"554"
"20230719:02";"147"
"20230719:03";"722"
"20230719:04";"513"
"20230719:05";"202"
"20230719:06";"970"
"20230719:07";"313"
"20230719:08";"622"
"20230719:09";"398"
"20230719:10";"97"
"20230719:11";"817"
"20230719:12";"396"
"20230719:13";"644"
"20230719:14";"415"
"20230719:15";"28"
"20230719:16";"750"
"20230719:17";"634"
"20230719:18";"156"
"20230719:19";"628"
"20230719:20";"268"
"20230719:21";"959"
"20230719:22";"454"
"20230719:23";"962"
"20230720:00";"997"
"20230720:01";"679"
"20230720:02";"401"
"20230720:03";"108"
"20230720:04";"636"
"20230720:05";"150"
"20230720:06";"687"
"20230720:07";"820"
"20230720:08";"388"
"20230720:09";"417"
"20230720:10";"739"
"20230720:11";"197"
"20230720:12";"634"
"20230720:13";"456"
"20230720:14";"61"
"20230720:15";"533"
"20230720:16";"273"
"20230720:17";"384"
"20230720:18";"440"
"20230720:19";"207"
"20230720:20";"522"
"20230720:21";"327"
"20230720:22";"117"
"20230720:23";"27"
"20230721:00";"51"
"20230721:01";"527"
"20230721:02";"394"
"20230721:03";"817"
"20230721:04";"125"
"20230721:05";"469"
"20230721:06";"842"
"20230721:07";"776"
"20230721:08";"722"
"20230721:09";"797"
"20230721:10";"178"
"20230721:11";"278"
"20230721:12";"405"
"20230721:13";"963"
"20230721:14";"747"
"20230721:15";"571"
"20230721:16";"632"
"20230721:17";"680"
"20230721:18";"802"
"20230721:19";"80"
"20230721:20";"234"
"20230721:21";"312"
"20230721:22";"600"
"20230721:23";"753"
"20230722:00";"642"
"20230722:01";"905"
"20230722:02";"246"
"20230722:03";"979"
"20230722:04";"76"
"20230722:05";"573"
"20230722:06";"256"
"20230722:07";"337"
"20230722:08";"981"
"20230722:09";"564"
"20230722:10";"314"
"20230722:11";"391"
"20230722:12";"556"
"20230722:13";"687"
"20230722:14";"35"
"20230722:15";"447"
"20230722:16";"189"
"20230722:17";"101"
"20230722:18";"744"
"20230722:19";"216"
"20230722:20";"266"
"20230722:21";"10"
"20230722:22";"54"
"20230722:23";"536"
"20230723:00";"82"
"20230723:01";"767"
"20230723:02";"920"
"20230723:03";"615"
"20230723:04";"717"
"20230723:05";"301"
"20230723:06";"844"
"20230723:07";"317"
"20230723:08";"68"
"20230723:09";"452"
"20230723:10";"987"
"20230723:11";"887"
"20230723:12";"494"
"20230723:13";"109"
"20230723:14";"279"
"20230723:15";"177"
"20230723:16";"378"
"20230723:17";"183"
"20230723:18";"319"
"20230723:19";"433"
"20230723:20";"184"
"20230723:21";"84"
"20230723:22";"130"
"20230723:23";"419"
"20230724:00";"580"
"20230724:01";"736"
"20230724:02";"918"
"20230724:03";"134"
"20230724:04";"962"
"20230724:05";"839"
"20230724:06";"672"
"20230724:07";"754"
"20230724:08";"218"
"20230724:09";"166"
"20230724:10";"129"
"20230724:11";"358"
"20230724:12";"910"
"20230724:13";"920"
"20230724:14";"297"
"20230724:15";"904"
"20230724:16";"822"
"20230724:17";"804"
"20230724:18";"339"
"20230724:19";"437"
"20230724:20";"67"
"20230724:21";"250"
"20230724:22";"590"
"20230724:23";"224"
"20230725:00";"545"
"20230725:01";"717"
"20230725:02";"116"
"20230725:03";"195"
"20230725:04";"537"
"20230725:05";"618"
"20230725:06";"17"
"20230725:07";"246"
"20230725:08";"988"
"20230725:09";"399"
"20230725:10";"192"
"20230725:11";"483"
"20230725:12";"516"
"20230725:13";"371"
"20230725:14";"43"
"20230725:15";"973"
"20230725:16";"864"
"20230725:17";"391"
"20230725:18";"290"
"20230725:19";"36"
"20230725:20";"834"
"20230725:21";"342"
"20230725:22";"150"
"20230725:23";"874"
"20230726:00";"502"
"20230726:01";"531"
"20230726:02";"19"
"20230726:03";"553"
"20230726:04";"656"
"20230726:05";"12"
"20230726:06";"688"
"20230726:07";"438"
"20230726:08";"576"
"20230726:09";"122"
"20230726:10";"117"
"20230726:11";"774"
"20230726:12";"255"
"20230726:13";"482"
"20230726:14";"751"
"20230726:15";"22"
"20230726:16";"120"
"20230726:17";"273"
"20230726:18";"56"
"20230726:19";"243"
"20230726:20";"138"
"20230726:21";"531"
"20230726:22";"955"
"20230726:23";"878"
"20230727:00";"113"
"20230727:01";"410"
"20230727:02";"236"
"20230727:03";"857"
"20230727:04";"337"
"20230727:05";"588"
"20230727:06";"658"
"20230727:07";"705"
"20230727:08";"257"
"20230727:09";"780"
"20230727:10";"278"
"20230727:11";"416"
"20230727:12";"798"
"20230727:13";"362"
"20230727:14";"519"
"20230727:15";"549"
"20230727:16";"288"
"20230727:17";"731"
"20230727:18";"328"
"20230727:19";"201"
"20230727:20";"45"
"20230727:21";"543"
"20230727:22";"5"
"20230727:23";"230"
"20230728:00";"648"
"20230728:01";"548"
"20230728:02";"150"
"20230728:03";"502"
"20230728:04";"424"
"20230728:05";"384"
"20230728:06";"687"
"20230728:07";"669"
"20230728:08";"678"
"20230728:09";"653"
"20230728:10";"72"
"20230728:11";"525"
"20230728:12";"540"
"20230728:13";"787"
"20230728:14";"216"
"20230728:15";"683"
"20230728:16";"45"
"20230728:17";"964"
"20230728:18";"794"
"20230728:19";"794"
"20230728:20";"661"
"20230728:21";"146"
"20230728:22";"779"
"20230728:23";"480"
"20230729:00";"641"
"20230729:01";"599"
"20230729:02";"22"
"20230729:03";"792"
"20230729:04";"230"
"20230729:05";"969"
"20230729:06";"620"
"20230729:07";"819"
"20230729:08";"28"
"20230729:09";"529"
"20230729:10";"214"
"20230729:11";"761"
"20230729:12";"236"
"20230729:13";"484"
"20230729:14";"526"
"20230729:15";"151"
"20230729:16";"336"
"20230729:17";"946"
"20230729:18";"157"
"20230729:19";"68"
"20230729:20";"399"
"20230729:21";"197"
"20230729:22";"631"
"20230729:23";"922"
"20230730:00";"134"
"20230730:01";"191"
"20230730:02";"740"
"20230730:03";"214"
"20230730:04";"168"
"20230730:05";"397"
"20230730:06";"362"
"20230730:07";"738"
"20230730:08";"167"
"20230730:09";"401"
"20230730:10";"562"
"20230730:11";"104"
"20230730:12";"83"
"20230730:13";"26"
"20230730:14";"903"
"20230730:15";"363"
"20230730:16";"87"
"20230730:17";"883"
"20230730:18";"85"
"20230730:19";"347"
"20230730:20";"925"
"20230730:21";"508"
"20230730:22";"591"
"20230730:23";"711"
"20230731:00";"80"
"20230731:01";"815"
"20230731:02";"159"
"20230731:03";"39"
"20230731:04";"191"
"20230731:05";"410"
"20230731:06";"748"
"20230731:07";"385"
"20230731:08";"446"
"20230731:09";"857"
"20230731:10";"378"
"20230731:11";"559"
"20230731:12";"488"
"20230731:13";"425"
"20230731:14";"672"
"20230731:15";"670"
"20230731:16";"143"
"20230731:17";"700"
"20230731:18";"502"
